name,discipline,games
Boxing at the 1996 Summer Olympics - Light Middleweight,Men's boxing; Light Middleweight 67-71kg,1996 Summer Olympics
Fencing at the 1952 Summer Olympics - Men's Épée; Individual,Men's Épée individual,1952 Summer Olympics
Weightlifting at the 1980 Summer Olympics - Men's Middleweight 67.5-75 kg,Men's Weightlifting; Middleweight 67.5-75kg,1980 Summer Olympics
Biathlon at the 1980 Winter Olympics - Men's 10km Sprint,Men's 10 km Sprint,1980 Winter Olympics
Speed Skating at the 1992 Winter Olympics - Women's 1500m,Women's 1500m,1992 Winter Olympics
Wrestling at the 1948 Summer Olympics - Men's Freestyle Bantamweight,Men's Freestyle Wrestling; Bantamweight 52-57 kg,1948 Summer Olympics
Boxing at the 1992 Summer Olympics - Featherweight,Men's Boxing; Featherweight 54 - 57 kg,1992 Summer Olympics
Speed Skating at the 1964 Winter Olympics - Men's 5000m,Speed skating - Men's 5000m,1964 Winter Olympics
Athletics at the 1932 Summer Olympics - Men's 1500 metres,Men's Athletics; 1500m,1932 Summer Olympics
Weightlifting at the 1956 Summer Olympics - Men's Middle Heavyweight  82.5-90 kg,Men's Weightlifting; Middle Heavyweight 82.5-90 kg,1956 Summer Olympics
Boxing at the 1996 Summer Olympics - Light Welterweight,Men's Boxing; Light Welterweight 60-63.5,1996 Summer Olympics
Fencing at the 1980 Summer Olympics - Men's Sabre; Individual,Men's Sabre individual,1980 Summer Olympics
Fencing at the 1988 Summer Olympics - Women's Foil; Individual,Women's Foil individual,1988 Summer Olympics
Judo at the 1976 Summer Olympics - Men's Middleweight (80kg),Men's Judo; 70-80kg (middleweight),1976 Summer Olympics
Speed Skating at the 1994 Winter Olympics - Men's 1500m,Men's 1500m,1994 Winter Olympics
Wrestling at the 1956 Summer Olympics - Men's Freestyle Heavyweight,Men's Freestyle Wrestling; Heavyweight +87,1956 Summer Olympics
Wrestling at the 1960 Summer Olympics - Men's Freestyle Lightweight,Men's Freestyle Wrestling; Lightweight 62-67kg,1960 Summer Olympics
Alpine Skiing at the 1992 Winter Olympics - Men's Slalom,Men's Slalom,1992 Winter Olympics
Cross-Country Skiing at the 2002 Winter Olympics - Women's 10 km Pursuit  (5 km + 5 km),Women's 10 km Pursuit (5 km + 5 km),2002 Winter Olympics
Biathlon at the 1988 Winter Olympics - Men's 10km Sprint,Men's 10 km Sprint,1988 Winter Olympics
Athletics at the 1968 Summer Olympics - Men's 20 km Walk,Men's 20km walk,1968 Summer Olympics
Equestrian at the 2004 Summer Olympics - Team dressage,,2004 Summer Olympics
Speed skating at the 2006 Winter Olympics – Women's team pursuit,,
Short track speed skating at the 2006 Winter Olympics – Women's 3000 metre relay,,
Cross-Country Skiing at the 2006 Winter Olympics – Men's 30km Pursuit,Men's Cross Country - 30km Pursuit,2006 Winter Olympics
Swimming at the 1988 Summer Olympics - Men's 400 metre freestyle,Men's 400m freestyle,1988 Summer Olympics
Cross-country skiing at the 2002 Winter Olympics – Men's 15 kilometre classical,Men's Cross-Country; 15 km,2002 Winter Olympics
Athletics at the 1964 Summer Olympics - Men's high jump,Men's High jump,1964 Summer Olympics
Swimming at the 1988 Summer Olympics – Men's 400 metre individual medley,Men's 400m individual medley,1988 Summer Olympics
Tennis at the 1988 Summer Olympics - Men's Doubles,,1988 Summer Olympics
Fencing at the 1936 Summer Olympics – Men's sabre,,
Athletics at the 1964 Summer Olympics - Men's 3000 metre steeplechase,Men's 3000m steeplechase,1964 Summer Olympics
Football at the 1972 Summer Olympics,,
Gymnastics at the 1988 Summer Olympics – Women's artistic team all-around,,
Gymnastics at the 1980 Summer Olympics – Women's Uneven Bars,Women's Uneven bars,1980 Summer Olympics
Athletics at the 1976 Summer Olympics - Women's Pentathlon,Women's Athletics; Pentathlon,1976 Summer Olympics
Cycling at the 1968 Summer Olympics - Men's individual road race,Men's Road cycling; individual road race,1968 Summer Olympics
Cross Country Skiing at the 1998 Wnter Olympics - Women's Combined Pursuit  5km + 10km,Women's Combined Pursuit  (5 km + 10 km),1998 Winter Olympics
Skeleton at the 1928 Winter Olympics - Men's Skeleton,Men's Skeleton,1928 Winter Olympics
Cycling at the 1936 Summer Olympics - Men's individual road race,Men's Road cycling; individual road race,1936 Summer Olympics
Athletics at the 1952 Summer Olympics - Men's 50km Walk,Men's 50km walk,1952 Summer Olympics
Weightlifting at the 1988 Summer Olympics - Men's Bantamweight 52-56 kg,Men's Weightlifting; Bantamweight 52-56kg,1988 Summer Olympics
Boxing at the 1956 Summer Olympics - Welterweight,Men's Boxing; Welterweight 63.5-67kg,1956 Summer Olympics
Wrestling at the 1956 Summer Olympics - Men's Freestyle Lightweight,Men's Freestyle Wrestling; Lightweight 62-67kg,1956 Summer Olympics
Speed Skating at the 1980 Winter Olympics - Women's 1500m,Women's 1500m,1980 Winter Olympics
Boxing at the 1972 Summer Olympics - Bantamweight,Men's Boxing; Bantamweight 51 - 54kg,1972 Summer Olympics
Speed Skating at the 1968 Winter Olympics - Women's 500m,Women's 500 m,1968 Winter Olympics
Speed Skating at the 1988 Winter Olympics - Women's 500m,Women's 500 m,1988 Winter Olympics
Wrestling at the 1964 summer Olympics - Men's Greco-Roman Welterweight,Men's Greco-Roman Welterweight; 70-78 kg,1964 Summer Olympics
Biathlon at the 1984 Winter Olympics - Men's 20km Individual,Men's 20 km Individual,1984 Winter Olympics
Cross Country Skiing at the 1984 Winter Olympics -Women's 20km,Women's 20km,1984 Winter Olympics
Wrestling at the 1968 Summer Olympics - Men's Greco-Roman Heavyweight,Men's Greco-Roman; Heavyweight +97kg,1968 Summer Olympics
Athletics at the 1948 Summer Olympics – Women's high jump,Women's High jump,1948 Summer Olympics
Athletics at the 1948 Summer Olympics - Men's high jump,Men's High jump,1948 Summer Olympics
Wrestling at the 1896 Summer Olympics - Men's Greco-Roman Open,Men's Greco-Roman Wrestling; Open,1896 Summer Olympics
Sailing at the 1936 Summer Olympics - O-Jolle,,
Skeleton at the 2002 Winter Olympics – Men's,Men's Skeleton,2002 Winter Olympics
Football at the 1952 Summer Olympics,,
Wrestling at the 1996 Summer Olympics - Men's Greco-Roman Middleweight,Men's Greco-Roman Wrestling; Middleweight  74-82kg,1996 Summer Olympics
Judo at the 2000 Summer Olympics - Men's Heavyweight (+100 kg),Men's Judo; + 100kg (heavyweight),2000 Summer Olympics
Athletics at the 2008 Summer Olympics - Men's discus throw,Men's Discus throw,2008 Summer Olympics
Swimming at the 1980 Summer Olympics - Men's 100 metre freestyle,Men's 100m freestyle,1980 Summer Olympics
Wrestling at the 1976 Summer Olympics - Men's Freestyle Welterweight,Men's freestyle Wrestling; Welterweight 68-74 kg,1976 Summer Olympics
Cross-Country Skiing at the 1932 Winter Olympics - Men's 18 km,Men's Cross-Country; 18km,1932 Winter Olympics
World Rowing Championships,,
Wrestling at the 1996 Summer Olympics - Men's Greco-Roman Light Flyweight,Men's Greco-Roman Wrestling; Light Flyweight  -48kg,1996 Summer Olympics
Boxing at the 1936 Summer Olympics - Men's welterweight,Men's Boxing; Welterweight 61.2-66.7kg,1936 Summer Olympics
Athletics at the 2008 Summer Olympics - Men's 3000 metre steeplechase,Men's 3000m steeplechase,2008 Summer Olympics
Wrestling at the 2000 Summer Olympics - Men's Greco-Roman Heavyweight,Men's Greco Roman Wrestling; Heavyweight 85-97 kg,2000 Summer Olympics
Table Tennis at the 2008 Summer Olympics - Women's Team,Women's Table tennis; team,2008 Summer Olympics
Rowing at the 2008 Summer Olympics - Women's double sculls,Women's Double sculls,2008 Summer Olympics
Canoeing at the 2008 Summer Olympics - Men's K-2 1000 metres,Men's K-2 1000m (kayak double),2008 Summer Olympics
Canoeing at the 2008 Summer Olympics - Men's C-2 1000 metres,Men's C-2 1000m (canoe double),2008 Summer Olympics
Athletics at the 2008 Summer Olympics - Women's 3000 metre steeplechase,Women's Athletics; 3000m steeplechase,2008 Summer Olympics
Boxing at the 1924 Summer Olympics - Men's heavyweight,Men's Boxing; Heavyweight +79.4kg,1924 Summer Olympics
Athletics at the 2008 Summer Olympics - Men's 400 metre hurdles,Men's Athletics; 400m hurdles,2008 Summer Olympics
Swimming at the 2012 Summer Olympics – Women's 100 metre butterfly,Women's 100m butterfly,2012 Summer Olympics
Athletics at the 2012 Summer Olympics – Men's decathlon,Men's Decathlon,2012 Summer Olympics
Wrestling at the 2012 Summer Olympics – Men's freestyle 74 kg,Men's Freestyle Wrestling; Welterweight 66-74kg,2012 Summer Olympics
Swimming at the 2012 Summer Olympics – Women's 100 metre backstroke,Women's 100m backstroke,2012 Summer Olympics
Weightlifting at the 2012 Summer Olympics – Women's 48 kg,Women's Weightlifting; 48kg,2012 Summer Olympics
Shooting at the 2012 Summer Olympics - Women's 25 metre pistol,Women's 25m pistol,2012 Summer Olympics
Weightlifting at the 2012 Summer Olympics – Women's 75 kg,Women's Weightlifting; 75kg,2012 Summer Olympics
Handball at the 1984 Summer Olympics - Women's tournament,Women's handball,1984 Summer Olympics
Athletics at the 1964 Summer Olympics - Women's 100 metres,Women's Athletics; 100m,1964 Summer Olympics
Swimming at the 1964 Summer Olympics – Women's 100 metre freestyle,Women's 100m freestyle,1964 Summer Olympics
Volleyball at the 1980 Summer Olympics – Men's volleyball,,
Athletics at the 1964 Summer Olympics - Men's 200 metres,Men's Athletics; 200m,1964 Summer Olympics
Athletics at the 1964 Summer Olympics - Women's 200 metres,Women's Athletics; 200m,1964 Summer Olympics
Ice hockey at the 1936 Winter Olympics,Men's Ice Hockey,
Tennis at the 1920 Summer Olympics - Men's Doubles,,1920 Summer Olympics
Archery at the 1904 Summer Olympics – Men's double York round,Double York Round Men,1904 Summer Olympics
Shooting at the 1920 Summer Olympics - Men's 100 metre running deer; single shots,Men's 100 metre single-shot running deer,1920 Summer Olympics
Shooting at the 2000 Summer Olympics - Men's 10 metre air pistol,Men's 10m air pistol,2000 Summer Olympics
Swimming at the 2004 Summer Olympics - Men's 100 metre breaststroke,Men's 100m breaststroke,2004 Summer Olympics
Ice hockey at the 1976 Winter Olympics,Men's Ice Hockey,
Athletics at the 2000 Summer Olympics - Women's Long Jump,Women's Long jump,2000 Summer Olympics
Swimming at the 2008 Summer Olympics - Men's 200 metre butterfly,Men's 200m butterfly,2008 Summer Olympics
Shooting at the 2008 Summer Olympics - Men's 10 metre air pistol,Men's 10m air pistol,2008 Summer Olympics
Cross-country skiing at the 1936 Winter Olympics - Men's 4x10 km relay,,
Rowing at the 2008 Summer Olympics - Men's coxless pair,Men's Coxless pair,2008 Summer Olympics
Gymnastics at the 2008 Summer Olympics - Men's artistic team all-around,Men's Gymnastics;  team competition,2008 Summer Olympics
Canoeing at the 2008 Summer Olympics - Men's K-1 500 metres,Men's K-1 500m (kayak single),2008 Summer Olympics
Swimming at the 1964 Summer Olympics – Women's 100 metre backstroke,Women's 100m backstroke,1964 Summer Olympics
Freestyle skiing at the 2010 Winter Olympics – Women's moguls,Women's Moguls,2010 Winter Olympics
Nordic combined at the 2010 Winter Olympics – Team large hill/4 x 5 km,Men's Team Relay,2010 Winter Olympics
Gymnastics at the 1996 Summer Olympics – Women's rhythmic team all-around,,
Judo at the 2004 Summer Olympics - Men's Half Middleweight (81 kg),Men's Judo; 73 - 81kg (half-middleweight),2004 Summer Olympics
Cycling at the 1992 Summer Olympics - Men's points race,Men's Track cycling; Points Race,1992 Summer Olympics
Fencing at the 1964 Summer Olympics - Men's Épée; Individual,Men's Épée individual,1964 Summer Olympics
Athletics at the 1956 Summer Olympics - Men's hammer throw,Men's Hammer throw,1956 Summer Olympics
Swimming at the 1984 Summer Olympics - Women's 100 metre breaststroke,Women's 100m breaststroke,1984 Summer Olympics
Gymnastics at the 1964 Summer Olympics - Women's artistic individual all-around,Women's Gymnastics; individual all-round,1964 Summer Olympics
Athletics at the 1976 Summer Olympics - Men's Marathon,Men's Marathon,1976 Summer Olympics
Archery at the 1920 Summer Olympics - Team fixed small bird,,1920 Summer Olympics
Athletics at the 1988 Summer Olympics - Men's 1500 metres,Men's Athletics; 1500m,1988 Summer Olympics
Athletics at the 1988 Summer Olympics - Men's 10000 metres,Men's Athletics; 10000m,1988 Summer Olympics
Shooting at the 1956 Summer Olympics - Men's 300 metre rifle; three positions,Men's 300m Free Rifle; 3 Positions,1956 Summer Olympics
Alpine Skiing at the 1976 Winter Olympics - Men's Giant Slalom,Alpine skiing - Men's giant slalom,1976 Winter Olympics
Table Tennis at the 1988 Summer Olympics - Women's Singles,Women's TableTennis; Singles,1988 Summer Olympics
Shooting at the 1952 Summer Olympics - Men's 300 metre rifle; three positions,Men's 300m Free Rifle; 3 Positions,1952 Summer Olympics
Curling at the 2010 Winter Olympics – Men's tournament,Men's Curling Tournament,2010 Winter Olympics
Speed Skating at the 1968 Winter Olympics - Men's 500m,Men's 500m,1968 Winter Olympics
Fencing at the 1980 Summer Olympics - Men's Foil; Individual,Men's Foil individual,1980 Summer Olympics
Fencing at the 1956 Summer Olympics - Men's Sabre; Individual,Men's Sabre individual,1956 Summer Olympics
Equestrian at the 1960 Summer Olympics - Jumping; Individual,Jumping; individual,1960 Summer Olympics
Shooting at the 1976 Summer Olympics - Men's 50 metre pistol,Men's 50m pistol,1976 Summer Olympics
Fencing at the 1960 Summer Olympics - Men's Foil; Individual,Men's Foil individual,1960 Summer Olympics
Cross-Country Skiing at the 1960 Winter Olympics - Men's 30km,Men's Cross-country; 30km,1960 Winter Olympics
Equestrian at the 1952 Summer Olympics - Individual Eventing,Eventing; individual,1952 Summer Olympics
Alpine Skiing at the 1994 Winter Olympics - Men's Combined,Men's Combined,1994 Winter Olympics
Boxing at the 1956 Summer Olympics - Light Welterweight,Men's Boxing; Light Welterweight 60-63.5,1956 Summer Olympics
Freestyle Skiing at the 1992 Winter Olympics - Men's Moguls,Men's Moguls,1992 Winter Olympics
Figure Skating at the 1992 Winter Olympics - Men's Singles,Figure skating - Men's singles,1992 Winter Olympics
Cross Country Skiing at the 1968 Winter Olympics -Women's 10km,Women's 10 km,1968 Winter Olympics
Wrestling at the 1952 Summer Olympics - Men's Freestyle Heavyweight,Men's Freestyle Wrestling; Heavyweight +87,1952 Summer Olympics
Speed Skating at the 1972 Winter Olympics - Women's 3000m,Women's 3000 m,1972 Winter Olympics
Cross Country Skiing at the 1980 Winter Olympics - Women's 10km,Women's 10 km,1980 Winter Olympics
Equestrian at the 1932 Summer Olympics - Dressage; Individual,Individual Dressage,1932 Summer Olympics
Alpine Skiing at the 1960 Winter Olympics - Women's Giant Slalom,Women's Giant Slalom,1960 Winter Olympics
Athletics at the 1932 Summer Olympics - Women's 80m Hurdles,Women's Athletics; 80m Hurdles,1932 Summer Olympics
Cross-country skiing at the 2002 Winter Olympics - Women's Sprint Individual,Women's Individual Sprint,2002 Winter Olympics
Nordic Combined at the 1932 Winter Olympics - Individual,Men's Nordic Combined; Individual,1932 Winter Olympics
Equestrian at the 2004 Summer Olympics - Team eventing,,2004 Summer Olympics
Cycling at the 1924 Summer Olympics – Men's team pursuit,,
Swimming at the 1972 Summer Olympics - Women's 200 metre freestyle,Women's 200m freestyle,1972 Summer Olympics
Synchronized swimming at the 1984 Summer Olympics – Women's solo,Women's Synchronized Swimming Solo,1984 Summer Olympics
Nordic combined at the 2010 Winter Olympics – Individual normal hill/10 km,Men's Individual (NH/10km),2010 Winter Olympics
Ice hockey at the 1956 Winter Olympics,Men's Ice Hockey,
Luge at the 1998 Winter Olympics - Men's Doubles,,
Athletics at the 1924 Summer Olympics – Men's pentathlon,Men's Pentathlon,1924 Summer Olympics
Diving at the 2008 Summer Olympics – Men's 10 metre platform,Men's 10 metre platform,2008 Summer Olympics
Swimming at the 1928 Summer Olympics - Women's 200 metre breaststroke,Women's 200m breaststroke,1928 Summer Olympics
Canoeing at the 1992 Summer Olympics - Men's K-1 500 metres,Men's K-1 500m (kayak single),1992 Summer Olympics
Athletics at the 2008 Summer Olympics - Women's 400 metres,Women's Athletics; 400m,2008 Summer Olympics
